question,answer
Apa saja persyaratan diklat tot 609 tatap muka,"Persyaratan diklat TOT 609 Tatap Muka meliputi: *

1. Ijazah Terakhir - Scan Asli *
2. KTP / Identitas Lainnya yg berlaku - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Surat Pernyataan Diklat Fungsional *"
Apa saja persyaratan diklat toe 312 hybrid,"Persyaratan diklat TOE 312 Hybrid meliputi: *

1. Ijazah Terakhir - Scan Asli *
2. KTP / Identitas Lainnya yg berlaku - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat TOT IMO MODEL COURSE 6.09 - Scan Asli *
5. Surat Pernyataan Diklat Fungsional *"
Apa saja persyaratan diklat toe 312 tatap muka,"Persyaratan diklat TOE 312 Tatap Muka meliputi: *

1. Ijazah Terakhir - Scan Asli *
2. KTP / Identitas Lainnya yg berlaku - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat TOT IMO MODEL COURSE 6.09 - Scan Asli *
5. Surat Pernyataan Diklat Fungsional *"
Apa saja persyaratan diklat tot 610,"Persyaratan diklat TOT 610 meliputi: *

1. Ijazah Terakhir (Laut) - Scan Asli *
2. Kartu Tanda Penduduk (KTP) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat TOE IMO MODEL COURSE 3.12 - Scan Asli *
5. Sertifikat TOT IMO MODEL COURSE 6.09 - Scan Asli *
6. Surat Pernyataan Diklat Fungsional *"
Apa saja persyaratan diklat tot kepelabuhanan,"Persyaratan diklat TOT Kepelabuhanan meliputi: *

KTP / Identitas Lainnya yg berlaku - Scan Asli *"
Apa saja persyaratan revalidasi aff,"Persyaratan revalidasi aff terbitan BP2TL :                                                                                                                                                                                               1. Akte Lahir / Surat Kenal Lahir - Scan Asli *
2. KTP / Identitas Lainnya yg berlaku - Scan Asli *
3. Kartu Keluarga (KK) - Scan Asli *
4. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = 5. Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
5. Sertifikat AFF (Untuk Revalidasi) Scan Asli *
6. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi aff terbitan non bukan keluaran  bp2tl,"Persyaratan revalidasi aff terbitan non selain BP2TL :                                                                                                                                                                                                      1. Akte Lahir / Surat Kenal Lahir - Scan Asli *
2. KTP / Identitas Lainnya yg berlaku - Scan Asli *
3. Kartu Keluarga (KK) - Scan Asli *
4. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = 5. Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
5. Sertifikat AFF (Untuk Revalidasi) Scan Asli *
6. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi bst terbitan bp2tl offline,"Persyaratan revalidasi bst terbitan BP2TL offline:                                                                                                                                                                                                                   1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah =  Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST (Untuk Revalidasi) Scan Asli *
5. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi bst terbitan bp2tl online,"Persyaratan revalidasi bst terbitan BP2TL online :                                                                                                                                                                                           1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST (Untuk Revalidasi) Scan Asli *
5. Surat Perjanian Kerja Kapal (PKL) dan surat rekomendasi dari Perusahaan (berbendera Indonesia)/surat rekomendasi dari agen kapal (kapal asing) yang masih berlaku. *Apabila mengikuti pembelajaran OFFLINE/OFFBOARD harap upload BST *
6. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi bst non bukan keluaran  bp2tl offline,"Persyaratan revalidasi bst terbitan non selain BP2TL offline :                                                                                                                                                                                              1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah =  Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST NON BP2TL (Untuk Revalidasi) Scan Asli *
5. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi bst non bukan keluaran  bp2tl online,"Persyaratan revalidasi bst terbitan non selain BP2TL online :                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST NON BP2TL (Untuk Revalidasi) Scan Asli *
5. Surat Perjanian Kerja Kapal (PKL) dan surat rekomendasi dari Perusahaan (berbendera Indonesia)/surat rekomendasi dari agen kapal (kapal asing) yang masih berlaku. *Apabila mengikuti pembelajaran OFFLINE/OFFBOARD harap upload BST *
6. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi PSCRB,"Persyaratan revalidasi PSCRB terbitan BP2TL :                                                                                                                                                                                                                                      1. Akte Lahir / Surat Kenal Lahir - Scan Asli *
2. BUKU PELAUT - Scan asli *
3. KTP / Identitas Lainnya yg berlaku - Scan Asli *
4. Kartu Keluarga (KK) - Scan Asli *
5. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
6. Sertifikat PSCRB (Untuk Revalidasi) Scan Asli *
7. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan revalidasi PSCRB bukan keluaran non bp2tl,"Persyaratan revalidasi PSCRB terbitan non BP2TL :                                                                                                                                                                                                                                                                                                                1. Akte Lahir / Surat Kenal Lahir - Scan Asli *
2. BUKU PELAUT - Scan asli *
3. KTP / Identitas Lainnya yg berlaku - Scan Asli *
4. Kartu Keluarga (KK) - Scan Asli *
5. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
6. Sertifikat PSCRB NON BP2TL (Untuk Revalidasi) Scan Asli *
7. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan updating bst bp2tl offline,"Persyaratan updating bst terbitan BP2TL offline :                                                                                                                                                                                                                                      1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST BP2TL (Untuk Revalidasi) Scan Asli *
5. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan updating bst bp2tl online,"Persyaratan updating bst terbitan BP2TL online:                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST BP2TL (Untuk Revalidasi) Scan Asli *                                                                                                    
5.  Surat Perjanian Kerja Kapal (PKL) dan surat rekomendasi dari Perusahaan (berbendera Indonesia)/surat rekomendasi dari agen kapal (kapal asing) yang masih berlaku. *Apabila mengikuti pembelajaran OFFLINE/OFFBOARD harap upload BST *                                                                                                                                                                                                                                                                                                                                                                      6. Surat Pernyataan Peserta Diklat *"
"Apa saja persyaratan updating bst non bukan keluaran bp2tl offline,","Persyaratan updating bst bukan terbitan (NON) BP2TL offline :                                                                                                                                                                                                                                      1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST NON BP2TL (Untuk Revalidasi) Scan Asli *
5. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan updating bst non bukan keluaran  bp2tl online,"Persyaratan updating bst bukan terbitan (NON) BP2TL online:                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Kartu Keluarga (KK) - Scan Asli *
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Sertifikat BST BP2TL (Untuk Revalidasi) Scan Asli *                                                                                                    
5.  Surat Perjanian Kerja Kapal (PKL) dan surat rekomendasi dari Perusahaan (berbendera Indonesia)/surat rekomendasi dari agen kapal (kapal asing) yang masih berlaku. *Apabila mengikuti pembelajaran OFFLINE/OFFBOARD harap upload BST *                                                                                                                                                                                                                                                                                                                                                                      6. Surat Pernyataan Peserta Diklat *"
Apa saja persyaratan cetak ulang ijazah 1x cop,"Persyaratan  cetak ulang ijazah 1x cop  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Surat Keterangan Kehilangan Dari Kepolisian *(untuk yang hilang karena kecelakaan kapal di tambahkan/melampirkan BA Kejadian kecelakaan)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        5. Surat Permohonan Cetak Ulang Bermaterai                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Kartu Keluarga (KK) - Scan Asli                                                                                                                             8. Iklan Kehilangan Di Surat kabar Cetak / Elektronik (Scan/Screenshoot)                                                               9. Sertifikat BASIC SAFETY TRAINING (Bagi Terbitan Luar BP2TL Jakarta Wajib Melampirkan Surat Keabsahan BST dari Ditkapel) - Scan Asli                                                                                                                     10. Sertifikat yang hilang (scan asli)"
Apa saja persyaratan cetak ulang ijazah 2x cop,"Persyaratan  cetak ulang ijazah 2x cop  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Surat Keterangan Kehilangan Dari Kepolisian *(untuk yang hilang karena kecelakaan kapal di tambahkan/melampirkan BA Kejadian kecelakaan)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        5. Surat Permohonan Cetak Ulang Bermaterai                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Kartu Keluarga (KK) - Scan Asli                                                                                                                             8. Iklan Kehilangan Di Surat kabar Cetak / Elektronik (Scan/Screenshoot)                                                               9. Sertifikat BASIC SAFETY TRAINING (Bagi Terbitan Luar BP2TL Jakarta Wajib Melampirkan Surat Keabsahan BST dari Ditkapel) - Scan Asli                                                                                                                     10. Sertifikat yang hilang (scan asli)"
Apa saja persyaratan cetak ulang ijazah 3x cop,"Persyaratan  cetak ulang ijazah 3x cop  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Surat Keterangan Kehilangan Dari Kepolisian *(untuk yang hilang karena kecelakaan kapal di tambahkan/melampirkan BA Kejadian kecelakaan)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        5. Surat Permohonan Cetak Ulang Bermaterai                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Kartu Keluarga (KK) - Scan Asli                                                                                                                             8. Iklan Kehilangan Di Surat kabar Cetak / Elektronik (Scan/Screenshoot)                                                               9. Sertifikat BASIC SAFETY TRAINING (Bagi Terbitan Luar BP2TL Jakarta Wajib Melampirkan Surat Keabsahan BST dari Ditkapel) - Scan Asli                                                                                                                     10. Sertifikat yang hilang (scan asli)"
Apa saja persyaratan cetak ulang ijazah coe dan coc,"Persyaratan  cetak ulang ijazah coe dan coc  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Surat Keterangan Kehilangan Dari Kepolisian *(untuk yang hilang karena kecelakaan kapal di tambahkan/melampirkan BA Kejadian kecelakaan)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        5. Surat Permohonan Cetak Ulang Bermaterai                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Kartu Keluarga (KK) - Scan Asli                                                                                                                             8. Iklan Kehilangan Di Surat kabar Cetak / Elektronik (Scan/Screenshoot)                                                               9. Sertifkat Endorsmen                                                                                                                    10. Ijazah Terakhir (Laut) - Scan Asli"
Apa saja persyaratan cetak ulang ijazah coc,"Persyaratan  cetak ulang ijazah coc  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Surat Keterangan Kehilangan Dari Kepolisian *(untuk yang hilang karena kecelakaan kapal di tambahkan/melampirkan BA Kejadian kecelakaan)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        5. Surat Permohonan Cetak Ulang Bermaterai                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Kartu Keluarga (KK) - Scan Asli                                                                                                                             8. Iklan Kehilangan Di Surat kabar Cetak / Elektronik (Scan/Screenshoot)                                                               9. Sertifkat Endorsmen                                                                                                                    10. Ijazah Terakhir (Laut) - Scan Asli"
Apa saja persyaratan cetak ulang ijazah coe ,"Persyaratan  cetak ulang ijazah coe  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Surat Keterangan Kehilangan Dari Kepolisian *(untuk yang hilang karena kecelakaan kapal di tambahkan/melampirkan BA Kejadian kecelakaan)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        5. Surat Permohonan Cetak Ulang Bermaterai                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Kartu Keluarga (KK) - Scan Asli                                                                                                                             8. Iklan Kehilangan Di Surat kabar Cetak / Elektronik (Scan/Screenshoot)                                                               9. Sertifkat Endorsmen                                                                                                                    10. Ijazah Terakhir (Laut) - Scan Asli"
Apa saja persyaratan ganti coc dan coe gmdss ,"Persyaratan ganti coc dan coe gmdss  :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *                                                                                                  
4. Sertifikat GMDSS (Terbitan BP2TL Jakarta) - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         5. Surat Pendidikan dan Pelatihan Kepelautan GMDSS                                                                                                                                                                                                                                                          6. Surat Pernyataan Peserta Diklat                                                                                                                                    7. Print Out Online COC dan COE gmdss"
Apa saja persyaratan daftar perpanjangan coe ANT III,"Persyaratan Perpanjangan ANT III :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Ijasah COC & COE (Endors) ANT III - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           7. Surat Pernyataan Peserta Diklat                                                                                                                                    8. Print Out Online COE"
Apa saja persyaratan daftar perpanjangan coe ANT IV,"Persyaratan Perpanjangan ANT IV :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Ijasah COC & COE (Endors) ANT IV - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           7. Surat Pernyataan Peserta Diklat                                                                                                                                    8. Print Out Online COE"
Apa saja persyaratan daftar perpanjangan coe ANT V,"Persyaratan Perpanjangan ANT V :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Ijasah COC & COE (Endors) ANT V - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           7. Surat Pernyataan Peserta Diklat                                                                                                                                    8. Print Out Online COE"
Apa saja persyaratan daftar perpanjangan coe ATT III,"Persyaratan Perpanjangan ATT III :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Ijasah COC & COE (Endors) ATT III - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           7. Surat Pernyataan Peserta Diklat                                                                                                                                    8. Print Out Online COE"
Apa saja persyaratan daftar perpanjangan coe ATT IV,"Persyaratan Perpanjangan ATT IV :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Ijasah COC & COE (Endors) ATT IV - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           7. Surat Pernyataan Peserta Diklat                                                                                                                                    8. Print Out Online COE"
Apa saja persyaratan daftar perpanjangan coe ATT V,"Persyaratan Perpanjangan ATT V :                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Ijasah COC & COE (Endors) ATT V - Scan Asli                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          6. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           7. Surat Pernyataan Peserta Diklat                                       "
Apa saja persyaratan daftar perpanjangan coe gmdss ,"Persyaratan Perpanjangan COE GMDSS:                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Buku Pelaut - Scan Asli                                                                                                   
5. Print Out Online COC dan COE GMDSS                                                                                                                                                                                                                                                                                                                                                            6.Scan COC & COE GMDSS                                                                                                                                                                                                                                                                      7. Sertifikat Pendidikan dan Pelatihan Kepelautan (SPPK/STTPK)                                                                                                                                                                                                                                                           8. Surat Pernyataan Peserta Diklat                                       "
Apa saja persyaratan daftar updating able deck,"Persyaratan updating able deck:                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Printout Seafarer Code                                                                                                   
5. STTPK DP-D - Scan Asli                                                                                                                                                                                                                                                                                                                                                              6. Sertifikat AFF - Scan Asli                                                                                                                                                                                                                                                                      7. Sertifikat ANT-D - Scan Asli                                                                                                                                                                                                                                                            8. Sertifikat BST MSC.560 - Scan Asli                                                                                                                                                                                                                                                           9. Sertifikat Kesehatan/Medical Check Up (MCU) yg masih berlaku dari Rumah Sakit/Surat Keterangan Sehat Dari Rumah sakit, Klinik/Surat Tes Kesehatan dari dokter BP2TL Jakarta yg masih berlaku/dinyatakan sehat oleh tim dokter BP2TL Jakarta - Scan Asli                                                                                                                                                                                      10. Sertifikat PSCRB - Scan Asli                                            "
Apa saja persyaratan daftar updating able engine,"Persyaratan updating able engine:                                                                                                                                                                                                                                                                                                                         1. KTP / Identitas Lainnya yg berlaku - Scan Asli *
2. Akte Lahir - Scan Asli*
3. Pas photo Terbaru Ukuran 3x4 (Background warna sesuai jurusan Biru = Nautika, Merah = Teknika/Diklat Fungsional, Hitam Putih = Diktram) Format jpg/jpeg/png *
4. Printout Seafarer Code                                                                                                   
5. STTPK DP-D - Scan Asli                                                                                                                                                                                                                                                                                                                                                              6. Sertifikat AFF - Scan Asli                                                                                                                                                                                                                                                                      7. Sertifikat ATT-D - Scan Asli                                                                                                                                                                                                                                                            8. Sertifikat BST MSC.560 - Scan Asli                                                                                                                                                                                                                                                           9. Sertifikat Kesehatan/Medical Check Up (MCU) yg masih berlaku dari Rumah Sakit/Surat Keterangan Sehat Dari Rumah sakit, Klinik/Surat Tes Kesehatan dari dokter BP2TL Jakarta yg masih berlaku/dinyatakan sehat oleh tim dokter BP2TL Jakarta - Scan Asli                                                                                                                                                                                      10. Sertifikat PSCRB - Scan Asli                                            "
diklat able deck metode pelajarannya online atau offline(tatap muka)?,Untuk Able deck pembelajarannya dilakukan secara daring/online. Lama belajar 56 Hari (455 JP)
,
diklat able engine  metode pelajarannya online atau offline(tatap muka)?,Untuk Able engine pembelajarannya dilakukan secara daring/online. Lama belajar 80 Hari (674 JP)
,
,
 diklat AFF  metode pelajarannya online atau offline(tatap muka)?,"untuk diklat AFF dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 4 Hari (32 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat ACT  metode pelajarannya online atau offline(tatap muka)?,"untuk diklat ACT dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 8 Hari (60 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
diklat ALGT  metode pelajarannya online atau offline(tatap muka)?,Untuk ALGT pembelajarannya dilakukan secara daring/online. Lama belajar : 8 Hari (60 JP)
,
,
diklat AOT  metode pelajarannya online atau offline(tatap muka)?,"Utuk diklat AOT dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 8 Hari (60 JP)
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
diklat Arpa Simulator  metode pelajarannya online atau offline(tatap muka)?,Untuk ARPA pembelajarannya dilakukan secara daring/online. Lama belajar : 8 Hari (60 JP)
,
,
diklat BST  metode pelajarannya online atau offline(tatap muka)?,"Utuk diklat BST dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 10 Hari 
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
diklat BST Kerja sama  metode pelajarannya online atau offline(tatap muka)?,"Utuk diklat BST dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 10 Hari 
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
diklat BST kapal layar motor  metode pelajarannya online atau offline(tatap muka)?,"Utuk diklat BST dilaksanakan secara hybrid ya kak.

Teori: dilaksanakan secara online
Praktik & ujian: dilaksanakan tatap muka di kampus
Lama belajar : 10 Hari 
Jadi tidak full online ya kak, tetap ada sesi ke kampus untuk praktik dan ujian "
,
,
 diklat BLGT  metode pelajarannya online atau offline(tatap muka)?,Untuk BLGT pembelajarannya dilakukan secara daring/online. Lama belajar 4 Hari (33 JP)
,
,
